g111	g112	g113	g121	g122	g123	g131	g132	g133	g14	g15	g211	g212	g213	g214	g215	g216	g217	g218	g219	g2110	g22	g23	g24	g25	g26	g3	
0 0	0 0	0 0	8 12	7 10	8 12	4 6	2 3	4 6	3 4	1	24 36	46	100	180	10	39	19529	12	3	4	3 4	4 6	2 3	0 1	4 6	316697 475046	
2 3	0 0	0 0	4 7	5 8	0 1	3 4	0 0	4 7	3 4	0	5 8	19	40	88	5	22	8309	19	4	4	3 4	4 6	3 4	1 2	1 2	155424 233136	
0 1	3 4	3 4	4 7	3 4	7 10	1 2	3 4	6 9	4 6	1	20 30	17	49	97	4	39	7987	7	2	2	0 1	1 2	1 2	1 2	3 4	283024 424536	
2 3	2 3	1 2	5 8	2 3	0 1	2 3	0 0	5 8	2 3	1	22 33	27	51	109	6	12	12103	5	2	1	2 3	4 6	2 3	2 3	3 4	264394 396591	
0 1	1 2	0 0	8 12	1 2	1 2	0 0	2 3	6 9	3 4	0	3 4	20	36	104	4	46	8584	14	4	4	4 6	0 1	2 3	4 6	0 1	80000 120000	
1 2	0 1	3 4	7 10	3 4	4 7	1 2	1 2	3 4	0 1	0	11 16	46	94	180	8	39	17333	18	2	1	0 1	4 6	1 2	4 6	1 2	154268 231403	
1 2	2 3	0 1	0 1	4 7	3 4	3 4	2 3	3 4	1 2	0	7 10	34	84	167	8	24	15442	7	3	5	1 2	3 4	3 4	0 1	0 1	80000 120000	
0 1	0 0	0 1	4 7	4 7	6 9	0 0	0 1	5 8	1 2	1	13 20	27	48	85	6	23	9677	2	2	4	4 6	1 2	4 6	0 1	2 3	169418 254127	
2 3	3 4	0 1	5 8	3 4	3 4	4 6	2 3	0 1	0 1	1	15 22	30	54	102	5	1	11570	19	2	3	0 1	3 4	1 2	3 4	2 3	164978 247467	
1 2	3 4	2 3	1 2	2 3	3 4	3 4	1 2	0 1	2 3	0	6 9	19	53	80	5	19	9237	16	3	4	3 4	3 4	0 1	3 4	0 1	80000 120000	
3 4	0 0	0 0	6 9	1 2	5 8	4 6	0 0	1 2	1 2	1	18 27	25	57	127	7	3	11015	18	4	1	4 6	3 4	0 1	0 1	3 4	273528 410292	
0 1	0 0	0 0	4 7	4 6	2 3	0 0	2 3	6 9	2 3	0	2 3	37	72	159	7	22	14388	18	3	3	0 1	4 6	3 4	2 3	0 1	80000 120000	
2 3	0 1	0 1	0 1	6 9	2 3	3 4	2 3	2 3	4 6	1	21 32	38	76	145	9	29	16184	4	4	4	4 6	2 3	1 2	0 1	3 4	229428 344142	
0 0	2 3	3 4	2 3	6 9	4 6	0 0	0 1	0 1	2 3	1	24 36	15	24	52	2	42	6352	15	3	5	3 4	4 6	1 2	2 3	4 6	292224 438337	
1 2	1 2	1 2	0 1	4 6	5 8	2 3	0 0	0 1	0 1	1	22 33	28	58	115	7	18	13243	2	4	3	4 6	4 6	3 4	2 3	4 6	301672 452508	
1 2	0 0	2 3	7 10	4 6	4 7	3 4	2 3	0 1	2 3	1	17 26	10	13	38	1	49	2226	16	2	4	0 1	3 4	3 4	2 3	2 3	212860 319290	
0 1	2 3	1 2	2 3	7 10	2 3	0 0	0 0	6 9	1 2	0	4 6	7	25	49	3	32	4473	16	1	5	1 2	0 1	4 6	3 4	0 1	80000 120000	
0 1	1 2	3 4	2 3	1 2	5 8	1 2	2 3	1 2	0 1	1	20 30	32	69	138	8	29	13694	9	1	1	4 6	3 4	1 2	1 2	4 6	320000 480000	
2 3	0 1	3 4	1 2	4 7	1 2	1 2	0 0	5 8	3 4	1	19 28	22	36	73	3	15	8083	18	4	5	1 2	3 4	1 2	3 4	3 4	228875 343312	
0 0	1 2	3 4	6 9	7 10	5 8	0 1	0 1	6 9	0 1	1	18 27	10	8	11	2	21	2894	14	5	3	4 6	3 4	2 3	4 6	3 4	229232 343848	
0 1	1 2	0 1	1 2	6 9	0 1	0 1	3 4	6 9	4 6	1	16 24	45	86	165	8	36	16521	0	2	1	0 1	3 4	1 2	1 2	2 3	167974 251961	
1 2	0 1	0 1	6 9	4 7	2 3	3 4	0 1	3 4	1 2	1	23 34	44	96	189	10	35	18919	13	1	1	2 3	2 3	1 2	1 2	4 6	320000 480000	
0 1	0 0	3 4	4 6	4 6	1 2	1 2	0 0	6 9	2 3	1	14 21	35	56	138	6	38	12769	8	2	2	3 4	3 4	0 1	2 3	2 3	162340 243511	
0 1	3 4	2 3	6 9	8 12	3 4	0 0	3 4	2 3	3 4	0	4 7	30	69	104	6	36	12336	10	4	2	2 3	3 4	0 1	4 6	0 1	80000 120000	
2 3	0 0	0 0	7 10	4 6	0 1	1 2	1 2	4 6	2 3	0	1 2	48	98	185	8	12	17669	5	5	1	2 3	1 2	0 1	4 6	0 1	82808 124212	
0 1	2 3	0 0	0 1	4 7	6 9	0 1	1 2	3 4	0 1	0	11 16	4	2	10	1	12	401	17	3	2	2 3	0 1	0 1	0 1	1 2	103885 155828	
1 2	0 1	2 3	1 2	2 3	6 9	1 2	2 3	4 7	1 2	1	23 34	28	60	116	6	43	12345	12	5	2	4 6	3 4	2 3	1 2	4 6	320000 480000	
0 0	1 2	0 0	4 7	7 10	4 6	1 2	0 0	5 8	1 2	0	2 3	16	45	75	3	14	6998	8	2	4	2 3	1 2	2 3	2 3	0 1	80000 120000	
2 3	3 4	0 0	5 8	3 4	7 10	3 4	3 4	5 8	2 3	0	9 14	35	61	139	6	26	13048	9	2	3	3 4	0 1	0 1	1 2	1 2	146350 219525	
0 0	0 1	3 4	2 3	3 4	4 7	0 0	0 1	5 8	0 1	0	4 6	8	18	30	2	15	4469	2	3	5	4 6	0 1	3 4	0 1	0 1	80000 120000	
2 3	3 4	0 0	5 8	6 9	4 7	1 2	2 3	2 3	2 3	0	1 2	31	67	110	7	35	12262	19	1	4	1 2	4 6	1 2	4 6	0 1	80000 120000	
3 4	0 1	0 0	4 6	7 10	6 9	0 0	1 2	2 3	4 6	1	12 18	27	58	87	5	29	9684	13	1	4	0 1	4 6	3 4	3 4	2 3	172148 258223	
0 1	0 0	2 3	2 3	7 10	2 3	0 0	0 0	0 1	3 4	1	13 20	13	13	45	3	12	3886	0	5	2	3 4	4 6	1 2	3 4	2 3	195527 293290	
2 3	0 1	2 3	0 1	4 6	0 1	4 6	0 0	6 9	1 2	1	22 33	50	88	200	10	19	19106	2	5	5	4 6	2 3	2 3	0 1	3 4	276790 415185	
0 0	1 2	3 4	0 1	1 2	5 8	0 0	3 4	6 9	1 2	1	22 33	21	42	75	5	16	8018	1	5	5	1 2	1 2	0 1	4 6	3 4	237696 356545	
2 3	1 2	1 2	5 8	6 9	7 10	0 0	2 3	1 2	4 6	0	7 10	1	5	11	0	7	1581	17	5	4	0 1	3 4	4 6	3 4	0 1	80000 120000	
1 2	3 4	0 1	8 12	6 9	4 6	1 2	3 4	1 2	0 1	1	14 21	44	76	154	7	35	16221	7	4	3	1 2	4 6	3 4	1 2	2 3	162855 244282	
0 0	3 4	0 1	4 7	3 4	1 2	3 4	0 0	4 6	2 3	0	12 18	47	82	175	9	28	17541	14	2	3	3 4	4 6	1 2	0 1	1 2	156965 235448	
3 4	2 3	2 3	5 8	6 9	8 12	0 1	1 2	1 2	2 3	0	10 15	3	2	10	1	11	1401	17	5	2	1 2	4 6	4 6	0 1	1 2	159430 239145	
0 0	1 2	0 1	5 8	1 2	5 8	2 3	0 1	4 6	0 1	0	8 12	4	8	10	0	23	600	8	5	4	0 1	4 6	1 2	4 6	1 2	110771 166156	
3 4	1 2	1 2	4 7	5 8	4 6	1 2	0 1	0 1	1 2	0	4 6	9	23	73	2	36	5363	4	2	1	3 4	2 3	4 6	1 2	0 1	80000 120000	
0 1	0 1	1 2	7 10	7 10	0 1	3 4	0 1	4 6	0 1	0	5 8	21	40	95	5	48	10003	8	3	2	4 6	3 4	2 3	3 4	0 1	80000 120000	
1 2	0 0	2 3	7 10	1 2	4 6	2 3	0 0	0 1	2 3	1	23 34	45	90	181	10	50	19783	7	2	4	3 4	4 6	1 2	1 2	4 6	320000 480000	
3 4	0 1	0 1	2 3	3 4	4 6	0 0	0 0	5 8	1 2	0	11 16	18	32	64	4	16	7593	12	5	3	0 1	3 4	3 4	0 1	1 2	133760 200640	
1 2	1 2	0 1	1 2	1 2	6 9	0 1	3 4	5 8	0 1	0	8 12	21	40	96	5	10	7667	16	4	3	4 6	1 2	2 3	0 1	1 2	153662 230493	
0 1	2 3	0 0	5 8	2 3	4 7	4 6	1 2	1 2	4 6	0	3 4	6	7	11	0	48	980	12	5	2	1 2	3 4	1 2	4 6	0 1	80000 120000	
0 0	0 1	3 4	4 7	4 7	2 3	3 4	0 0	5 8	1 2	0	4 7	38	65	132	7	26	14379	13	2	4	1 2	4 6	3 4	2 3	0 1	80000 120000	
0 0	0 1	2 3	7 10	1 2	0 1	2 3	0 1	3 4	0 1	1	19 28	1	2	20	0	8	1045	11	1	3	3 4	4 6	4 6	2 3	3 4	259892 389838	
1 2	1 2	0 1	4 7	1 2	1 2	0 1	1 2	1 2	2 3	0	8 13	41	72	148	7	27	14407	18	1	5	3 4	2 3	3 4	0 1	1 2	142363 213544	
3 4	0 1	1 2	4 7	4 6	4 6	4 6	0 1	6 9	1 2	1	17 26	2	3	10	0	33	84	10	3	3	3 4	2 3	3 4	4 6	2 3	175795 263692	
3 4	2 3	0 0	8 12	8 12	3 4	3 4	1 2	4 7	4 6	0	11 16	5	8	43	2	15	2350	16	1	5	1 2	0 1	0 1	3 4	1 2	118863 178294	
1 2	0 0	0 1	4 7	4 6	5 8	0 0	0 0	0 1	2 3	1	10 15	5	2	14	0	31	97	12	3	1	2 3	4 6	0 1	3 4	2 3	211648 317473	
0 0	0 1	0 1	1 2	2 3	6 9	0 0	2 3	1 2	3 4	1	22 33	37	76	124	6	37	13237	16	5	4	0 1	3 4	0 1	0 1	4 6	291501 437252	
0 1	2 3	3 4	4 7	7 10	3 4	4 6	0 0	4 7	4 6	0	8 12	9	4	27	2	14	1906	0	2	2	1 2	2 3	3 4	4 6	1 2	113487 170230	
1 2	2 3	3 4	2 3	1 2	8 12	0 0	0 0	1 2	3 4	1	12 18	44	97	199	9	26	18795	2	2	5	0 1	2 3	1 2	2 3	2 3	170372 255558	
2 3	3 4	0 1	4 7	8 12	1 2	4 6	0 1	6 9	2 3	1	15 22	21	43	49	3	23	6703	1	1	5	3 4	4 6	4 6	0 1	2 3	181076 271615	
0 0	2 3	1 2	2 3	4 7	4 7	3 4	0 0	0 1	2 3	0	2 3	32	61	109	5	33	10868	18	2	1	0 1	3 4	3 4	4 6	0 1	90780 136170	
3 4	2 3	3 4	4 7	1 2	4 6	0 0	1 2	5 8	4 6	0	1 2	8	32	59	2	24	4921	12	2	2	1 2	4 6	4 6	3 4	0 1	80000 120000	
0 1	0 1	1 2	8 12	8 12	4 6	1 2	1 2	6 9	2 3	1	20 31	18	36	87	4	17	7432	19	5	2	1 2	3 4	1 2	0 1	3 4	282116 423175	
3 4	0 1	3 4	4 6	4 6	3 4	1 2	1 2	1 2	3 4	0	5 8	8	6	26	2	38	2030	12	2	2	0 1	2 3	2 3	2 3	1 2	120965 181448	
2 3	3 4	0 0	3 4	6 9	8 12	4 6	1 2	4 7	0 1	1	17 26	39	92	161	9	11	16763	20	1	3	0 1	3 4	4 6	1 2	2 3	192412 288619	
3 4	3 4	0 0	4 6	6 9	3 4	2 3	0 0	6 9	2 3	1	18 27	11	13	20	1	7	2524	16	5	2	1 2	3 4	4 6	2 3	3 4	280965 421448	
3 4	3 4	0 1	5 8	3 4	4 7	0 0	1 2	4 6	3 4	0	3 4	25	48	85	4	12	8571	5	1	1	0 1	2 3	0 1	3 4	0 1	88230 132345	
1 2	0 1	2 3	2 3	2 3	4 6	3 4	0 0	1 2	4 6	0	1 2	3	8	10	2	21	2235	2	2	1	3 4	1 2	4 6	3 4	0 1	80000 120000	
2 3	1 2	2 3	8 12	6 9	3 4	4 6	3 4	4 7	3 4	1	13 20	4	3	27	1	46	1101	12	4	2	0 1	4 6	4 6	3 4	2 3	175264 262896	
1 2	3 4	0 1	6 9	6 9	6 9	4 6	3 4	2 3	4 6	0	4 7	29	57	120	5	39	10081	3	2	3	1 2	2 3	1 2	3 4	0 1	80000 120000	
0 1	0 0	0 1	3 4	7 10	5 8	0 1	1 2	1 2	4 6	0	4 7	42	74	158	8	5	15849	2	3	1	4 6	3 4	4 6	3 4	0 1	80000 120000	
0 1	1 2	0 0	7 10	8 12	5 8	4 6	3 4	3 4	1 2	0	11 16	11	4	18	1	3	2507	9	3	2	4 6	1 2	4 6	0 1	1 2	125908 188863	
0 1	3 4	0 0	6 9	6 9	8 12	2 3	0 0	1 2	4 6	1	20 30	8	21	49	1	46	4056	2	3	5	1 2	0 1	0 1	3 4	4 6	320000 480000	
0 1	1 2	1 2	3 4	8 12	4 6	1 2	3 4	6 9	4 6	0	9 14	17	44	87	3	47	6874	19	5	2	2 3	3 4	0 1	1 2	1 2	107228 160843	
2 3	2 3	0 1	5 8	1 2	4 6	3 4	2 3	6 9	1 2	1	23 34	50	100	200	10	10	19328	4	4	5	0 1	2 3	0 1	3 4	4 6	320000 480000	
1 2	0 0	0 1	5 8	4 7	0 1	0 1	0 1	0 1	2 3	0	9 14	14	38	59	3	29	5730	19	1	1	0 1	4 6	0 1	0 1	1 2	120201 180302	
3 4	1 2	0 0	4 7	5 8	7 10	0 1	2 3	5 8	3 4	1	23 34	50	93	176	9	2	18604	9	3	3	1 2	1 2	2 3	1 2	4 6	320000 480000	
0 1	2 3	0 1	4 7	4 7	3 4	1 2	2 3	4 6	1 2	0	4 7	39	95	155	9	34	16960	15	3	5	2 3	2 3	2 3	0 1	0 1	80749 121124	
2 3	0 0	2 3	2 3	4 7	4 7	2 3	3 4	5 8	4 6	0	11 16	18	33	98	4	14	8483	8	2	4	2 3	3 4	2 3	1 2	1 2	158342 237513	
0 0	0 1	0 0	7 10	6 9	3 4	0 1	1 2	0 1	4 6	0	6 9	21	39	70	4	18	7867	19	2	1	2 3	0 1	4 6	4 6	1 2	117173 175760	
3 4	2 3	0 1	0 1	4 6	0 1	0 0	0 0	4 7	2 3	0	5 8	22	37	77	4	22	9058	4	3	3	0 1	1 2	1 2	0 1	0 1	80000 120000	
0 1	1 2	2 3	2 3	5 8	7 10	2 3	1 2	4 6	4 6	1	21 32	3	16	20	1	13	2925	8	2	3	0 1	2 3	3 4	3 4	4 6	320000 480000	
1 2	1 2	0 1	7 10	3 4	8 12	3 4	1 2	5 8	0 1	1	14 21	18	41	77	4	26	9182	9	1	5	1 2	3 4	2 3	2 3	2 3	164654 246981	
0 0	2 3	1 2	2 3	1 2	2 3	0 1	0 0	5 8	4 6	0	6 9	33	54	124	5	40	11629	4	1	3	1 2	2 3	4 6	2 3	1 2	119673 179510	
3 4	3 4	3 4	0 1	1 2	0 1	2 3	0 1	0 1	2 3	1	12 19	12	27	69	3	26	6102	3	2	4	1 2	4 6	1 2	1 2	2 3	185798 278697	
0 0	3 4	0 0	4 7	7 10	6 9	0 0	0 0	0 1	4 6	0	9 14	22	51	77	5	29	8522	2	1	2	0 1	4 6	1 2	1 2	1 2	151634 227451	
2 3	2 3	1 2	2 3	1 2	6 9	3 4	2 3	2 3	4 6	1	12 19	21	50	108	5	17	10114	9	2	3	4 6	2 3	1 2	0 1	2 3	163716 245574	
0 0	0 0	3 4	4 7	8 12	3 4	1 2	3 4	0 1	3 4	0	4 6	27	50	111	7	10	11187	20	2	2	3 4	4 6	1 2	1 2	0 1	93549 140324	
0 0	0 0	0 0	8 12	8 12	8 12	4 6	1 2	4 7	3 4	0	5 8	10	24	53	2	31	4082	12	3	1	1 2	0 1	2 3	2 3	0 1	80000 120000	
0 1	3 4	2 3	0 1	7 10	4 6	1 2	0 1	5 8	3 4	0	0 1	45	97	181	9	9	17604	15	5	1	3 4	2 3	3 4	2 3	0 1	80000 120000	
2 3	1 2	2 3	4 6	1 2	6 9	0 1	0 1	1 2	2 3	0	13 20	7	12	28	0	29	1456	15	4	3	1 2	1 2	0 1	4 6	1 2	127580 191371	
1 2	0 1	1 2	7 10	5 8	0 1	0 1	0 0	3 4	2 3	1	16 24	4	2	10	0	10	496	16	1	3	2 3	2 3	3 4	3 4	2 3	177706 266559	
0 1	3 4	3 4	2 3	2 3	0 1	4 6	0 0	6 9	0 1	0	1 2	13	10	46	2	15	3119	12	4	2	2 3	3 4	2 3	4 6	0 1	82449 123674	
3 4	0 0	1 2	5 8	5 8	2 3	4 6	0 0	4 7	3 4	0	12 19	23	44	93	5	31	7702	0	4	1	4 6	2 3	2 3	1 2	1 2	137152 205729	
2 3	0 1	0 1	0 1	6 9	3 4	3 4	2 3	1 2	4 6	0	10 15	25	44	103	4	39	9518	9	2	5	2 3	1 2	1 2	2 3	1 2	145191 217786	
0 1	1 2	0 0	0 1	2 3	4 6	4 6	0 1	3 4	0 1	1	12 19	15	41	65	3	19	7668	15	3	1	3 4	1 2	3 4	2 3	2 3	206428 309643	
0 1	1 2	0 0	0 1	5 8	2 3	0 0	0 1	4 6	0 1	1	16 24	33	67	149	6	46	13515	5	2	5	2 3	1 2	4 6	2 3	2 3	203729 305594	
2 3	2 3	0 1	0 1	7 10	0 1	0 0	0 0	5 8	0 1	1	24 36	35	58	104	7	6	12388	14	2	4	0 1	0 1	4 6	2 3	4 6	294543 441814	
3 4	2 3	2 3	8 12	8 12	0 1	4 6	1 2	0 1	3 4	0	2 3	22	47	74	4	11	7836	3	3	3	1 2	1 2	1 2	2 3	0 1	80000 120000	
0 1	0 1	1 2	6 9	1 2	6 9	2 3	2 3	4 7	0 1	0	10 15	30	67	140	7	30	13998	17	1	2	1 2	0 1	0 1	3 4	1 2	100427 150640	
0 0	0 1	1 2	0 1	1 2	5 8	1 2	0 1	2 3	2 3	0	8 12	26	54	115	5	25	10683	2	2	2	0 1	1 2	0 1	0 1	1 2	153150 229725	
1 2	3 4	2 3	5 8	3 4	8 12	3 4	0 0	3 4	1 2	1	20 30	0	8	10	0	1	582	1	4	4	2 3	0 1	1 2	2 3	4 6	319012 478519	
0 1	1 2	2 3	7 10	4 7	2 3	1 2	3 4	5 8	0 1	1	15 22	40	62	137	7	26	14165	18	3	5	2 3	1 2	2 3	0 1	2 3	216206 324309	
1 2	0 0	0 1	8 12	4 6	5 8	1 2	0 1	4 7	2 3	0	10 15	9	18	59	3	23	4616	8	4	4	2 3	1 2	3 4	1 2	1 2	128556 192835	
1 2	1 2	0 0	3 4	6 9	6 9	0 0	3 4	6 9	2 3	0	4 7	0	9	19	0	15	830	10	3	2	4 6	4 6	1 2	3 4	0 1	80000 120000	
2 3	3 4	0 0	2 3	1 2	5 8	2 3	1 2	0 1	4 6	0	1 2	7	13	17	1	18	2226	3	3	3	2 3	4 6	0 1	4 6	0 1	80000 120000	
0 0	0 1	1 2	4 7	5 8	0 1	2 3	0 0	3 4	3 4	1	19 28	29	43	120	6	18	10378	11	4	5	1 2	3 4	2 3	2 3	3 4	227142 340713	
1 2	0 1	1 2	0 1	5 8	1 2	0 0	2 3	1 2	4 6	1	23 34	21	48	92	4	21	7834	9	1	1	0 1	0 1	2 3	4 6	4 6	302674 454011	
1 2	3 4	0 0	4 6	3 4	6 9	3 4	3 4	2 3	0 1	1	14 21	39	90	164	8	37	17457	11	1	2	0 1	2 3	3 4	1 2	2 3	209164 313746	
0 1	2 3	2 3	1 2	4 7	6 9	2 3	0 1	5 8	0 1	0	6 9	5	6	45	2	43	2969	8	2	5	2 3	0 1	2 3	1 2	0 1	80000 120000	
2 3	3 4	0 0	7 10	4 7	8 12	2 3	0 0	2 3	2 3	1	15 22	43	82	171	8	35	16249	7	2	3	2 3	4 6	0 1	4 6	2 3	178108 267163	
0 0	1 2	0 0	7 10	1 2	4 6	3 4	2 3	3 4	3 4	0	11 16	10	15	33	2	16	4298	7	3	1	4 6	3 4	0 1	1 2	1 2	157375 236062	
1 2	1 2	3 4	3 4	2 3	5 8	4 6	0 1	4 6	1 2	0	9 14	44	95	176	9	1	19392	10	2	1	1 2	2 3	2 3	4 6	1 2	141545 212318	
2 3	3 4	0 0	5 8	1 2	4 6	3 4	2 3	4 7	3 4	1	15 22	20	22	61	3	37	6105	13	5	1	0 1	3 4	1 2	0 1	2 3	189194 283791	
0 1	1 2	0 0	4 7	2 3	2 3	4 6	2 3	6 9	2 3	1	16 25	21	48	80	5	46	8634	18	5	3	0 1	0 1	2 3	4 6	2 3	217194 325791	
0 0	0 1	0 1	8 12	4 6	4 6	0 0	2 3	3 4	0 1	0	0 1	14	45	72	3	26	7154	9	4	2	1 2	1 2	1 2	2 3	0 1	80000 120000	
3 4	1 2	0 1	6 9	2 3	4 7	1 2	3 4	3 4	0 1	0	8 13	14	22	64	2	9	4998	14	4	5	0 1	4 6	3 4	4 6	0 1	84950 127425	
0 1	0 0	0 1	6 9	4 6	7 10	0 0	0 0	3 4	2 3	0	1 2	20	48	103	4	46	8732	0	4	5	1 2	1 2	0 1	3 4	0 1	80000 120000	
3 4	2 3	2 3	4 7	3 4	3 4	0 0	2 3	3 4	4 6	1	18 27	13	34	66	3	31	5701	11	3	2	1 2	2 3	0 1	1 2	2 3	190304 285456	
3 4	0 0	0 1	0 1	1 2	4 7	3 4	0 0	4 7	4 6	1	17 26	23	39	112	4	22	9303	19	1	4	0 1	4 6	3 4	3 4	2 3	166812 250218	
3 4	0 0	1 2	2 3	2 3	3 4	1 2	1 2	6 9	2 3	0	5 8	29	62	114	6	24	10718	7	3	2	4 6	2 3	0 1	2 3	0 1	86533 129800	
2 3	0 0	1 2	2 3	2 3	2 3	0 0	0 0	3 4	2 3	0	2 3	6	15	17	1	47	2823	0	4	4	0 1	1 2	2 3	2 3	0 1	80000 120000	
0 0	0 1	0 0	0 1	7 10	2 3	0 1	2 3	3 4	2 3	1	10 15	50	100	187	10	49	19416	20	2	2	0 1	3 4	4 6	0 1	2 3	210044 315066	
0 0	0 1	0 1	2 3	7 10	1 2	4 6	2 3	2 3	2 3	0	7 10	26	36	82	5	30	8436	20	4	1	2 3	0 1	3 4	2 3	1 2	97079 145618	
1 2	0 1	1 2	3 4	8 12	6 9	4 6	3 4	4 7	3 4	0	0 1	3	8	22	0	29	1761	12	4	3	3 4	1 2	4 6	0 1	0 1	80000 120000	
3 4	0 1	1 2	5 8	5 8	8 12	4 6	1 2	1 2	4 6	0	9 14	44	83	175	8	3	17919	3	3	4	4 6	3 4	1 2	1 2	1 2	142685 214028	
2 3	0 1	0 0	1 2	2 3	2 3	3 4	0 0	4 7	3 4	1	13 20	43	88	164	9	17	18187	14	2	5	2 3	2 3	1 2	1 2	2 3	214757 322136	
0 0	1 2	2 3	8 12	5 8	3 4	0 1	0 0	2 3	2 3	1	19 28	18	20	69	4	43	5808	7	5	4	4 6	2 3	2 3	0 1	3 4	286070 429105	
0 0	0 0	2 3	5 8	6 9	5 8	3 4	3 4	1 2	2 3	0	5 8	8	20	55	2	9	3630	4	2	5	4 6	1 2	1 2	1 2	0 1	80000 120000	
1 2	2 3	0 1	3 4	4 7	2 3	2 3	0 0	3 4	1 2	1	17 26	4	2	23	1	13	1855	7	1	3	1 2	0 1	0 1	2 3	3 4	285743 428614	
3 4	0 0	3 4	3 4	6 9	3 4	3 4	0 1	1 2	0 1	0	3 4	36	62	117	7	23	13079	9	3	1	0 1	3 4	4 6	1 2	0 1	80000 120000	
3 4	2 3	3 4	0 1	6 9	4 6	3 4	2 3	0 1	3 4	1	16 25	42	89	200	9	8	18500	11	4	5	2 3	4 6	1 2	1 2	3 4	242285 363428	
2 3	3 4	1 2	2 3	8 12	5 8	1 2	1 2	5 8	1 2	0	5 8	33	63	124	6	44	13463	12	5	1	0 1	4 6	4 6	2 3	0 1	89659 134488	
0 0	1 2	0 0	8 12	6 9	4 7	3 4	3 4	0 1	4 6	1	22 33	1	3	24	0	48	607	16	1	3	3 4	2 3	4 6	3 4	3 4	249356 374034	
0 0	0 0	0 0	7 10	7 10	8 12	1 2	2 3	3 4	0 1	1	15 22	41	72	140	7	44	15503	8	4	5	0 1	2 3	1 2	2 3	3 4	266676 400014	
3 4	1 2	3 4	6 9	4 7	4 6	4 6	0 1	2 3	3 4	0	4 6	23	40	85	3	32	7373	19	4	5	4 6	0 1	1 2	1 2	0 1	91536 137304	
2 3	1 2	2 3	6 9	7 10	3 4	4 6	0 1	4 7	2 3	0	1 2	47	93	175	8	43	16895	16	4	4	3 4	1 2	2 3	2 3	0 1	80000 120000	
3 4	0 1	1 2	2 3	4 7	2 3	2 3	3 4	2 3	3 4	0	6 9	22	34	93	4	26	8692	14	5	3	1 2	1 2	0 1	4 6	1 2	154924 232387	
0 0	2 3	0 1	8 12	8 12	3 4	0 1	0 1	1 2	1 2	1	14 21	27	54	131	6	5	11945	18	2	2	0 1	3 4	1 2	2 3	2 3	221395 332092	
0 1	0 1	3 4	3 4	4 7	1 2	3 4	1 2	4 6	1 2	1	12 18	27	45	87	5	18	9850	11	4	1	0 1	3 4	4 6	1 2	2 3	221288 331933	
0 0	3 4	3 4	2 3	1 2	6 9	3 4	3 4	4 6	3 4	1	22 33	31	59	130	8	26	13450	4	3	2	4 6	3 4	0 1	0 1	3 4	225826 338739	
1 2	1 2	2 3	4 6	5 8	3 4	3 4	1 2	3 4	2 3	0	1 2	0	9	10	0	19	250	12	5	3	1 2	0 1	4 6	1 2	0 1	80000 120000	
0 0	0 0	0 1	2 3	1 2	4 7	3 4	1 2	5 8	0 1	1	12 19	44	85	166	8	20	16030	1	4	1	0 1	1 2	3 4	2 3	2 3	171587 257380	
0 0	0 0	3 4	7 10	5 8	2 3	0 0	2 3	0 1	1 2	1	20 30	45	88	155	9	25	16666	18	2	2	2 3	2 3	0 1	2 3	3 4	256012 384018	
3 4	0 1	0 1	3 4	8 12	1 2	0 1	1 2	6 9	0 1	0	4 7	44	87	174	9	35	18930	15	4	1	2 3	0 1	2 3	4 6	0 1	80000 120000	
0 1	2 3	2 3	2 3	1 2	7 10	2 3	3 4	1 2	0 1	1	12 18	24	56	105	5	4	9432	9	2	2	2 3	1 2	3 4	2 3	2 3	192025 288038	
1 2	2 3	2 3	1 2	4 6	4 7	4 6	3 4	2 3	3 4	1	16 24	35	74	157	7	26	14985	14	3	1	0 1	4 6	1 2	3 4	3 4	225834 338751	
0 1	2 3	0 0	5 8	4 6	1 2	1 2	3 4	5 8	1 2	0	8 13	23	46	128	6	35	11107	11	2	3	1 2	1 2	3 4	4 6	1 2	138722 208083	
0 1	2 3	0 0	5 8	5 8	4 6	3 4	0 1	6 9	0 1	1	18 27	45	93	200	10	13	19677	20	3	3	3 4	4 6	2 3	0 1	2 3	213395 320092	
1 2	1 2	0 0	5 8	1 2	4 7	0 1	0 0	0 1	4 6	0	10 15	5	7	10	1	12	1080	17	5	4	4 6	4 6	3 4	2 3	1 2	126680 190020	
3 4	0 1	1 2	3 4	8 12	4 7	4 6	1 2	2 3	2 3	0	1 2	9	6	10	1	30	2944	7	1	3	3 4	1 2	1 2	1 2	0 1	80907 121360	
2 3	2 3	2 3	6 9	1 2	0 1	0 1	0 0	5 8	0 1	1	16 25	18	40	89	4	38	8594	8	3	1	2 3	3 4	2 3	4 6	3 4	252089 378134	
3 4	3 4	0 0	4 6	5 8	6 9	3 4	1 2	6 9	2 3	1	16 24	27	42	100	5	39	9336	10	4	3	1 2	1 2	3 4	1 2	2 3	167092 250639	
0 0	0 1	1 2	2 3	8 12	3 4	1 2	3 4	4 6	2 3	0	9 14	26	56	96	6	35	10722	10	3	2	2 3	0 1	0 1	3 4	1 2	134503 201754	
0 0	0 1	0 0	7 10	4 6	4 6	0 0	3 4	4 6	0 1	1	15 22	11	12	49	1	30	3534	12	2	5	1 2	0 1	2 3	3 4	3 4	264826 397239	
